微博内容,创建时间,微博来源,微博地址,用户昵称,粉丝数,性别,地域,认证类型,是否转发,原微博内容,原微博来源,原微博创建时间,原微博用户昵称,原微博地址
【乐天声称官网疑遭中国黑客攻击 外交部回应】据外交部网站，提问：乐天集团表示，其免税店官网受到疑似来自中国的黑客袭击。对此有何评论？发言人耿爽表示，有注意到相关报道。关于黑客攻击问题，我们多次强调，中国反对一切形式的网络攻击，愿与各国合作共同维护网络安全。“对于乐天方面的表态，我...全文： http://m.weibo.cn/1847123567/4080937052272869 ​,2017-03-02 19:37,360安全浏览器,http://weibo.com/1847123567/ExXxD9xhb,香港商報網,308282,男,香港 观塘区,媒体认证,原创,,,,,
使用三星手机的人不少。看来苹果手机股票又要涨。,2017-03-02 19:36,iPhone 6 Plus,http://weibo.com/1687670801/ExXx0s6uy,徐唯辛,160686,男,北京 海淀区,名人认证,转发,你看一集韩剧，明天打你的子弹就是你间接赞助的；你买一部三星手机，明天韩国侵略我们的武器就是你花钱制造的；中国人一天不买韩国货，韩国就有上千公司破产；半年不买，一半韩国人下岗；一年不买，韩国经济将彻底瓦解；坚决抵制为韩国提供部署“萨德”场地的乐天玛特，请乐天滚出中国；不转下辈子还做...全文： http://m.weibo.cn/3515367675/4080934523570674 ​,魅族 MX6 遇见好照片,2017-03-02 19:27,史政研究归来,http://weibo.com/3515367675/ExXtyeYTw
转发微博,2017-03-02 19:36,iPhone 6,http://weibo.com/1709951635/ExXx6ojXL,哈尔滨日报,495553,男,黑龙江 哈尔滨,媒体认证,转发,【吉林大妈拉横幅围堵乐天超市】乐天向美韩部署“萨德”反导系统提供用地，引发中国民间不满情绪升级：吉林日前有一批大妈大叔为主的民众，聚集在江南乐天玛特超市前，拉起抗议布条要其“滚出中国”。28日，有出发前往韩国的中国外交智库成员紧急取消入住乐天酒店计划。http://t.cn/RiM8CFh ​,微博 weibo.com,2017-03-02 19:30,新京报,http://weibo.com/1644114654/ExXurtgUZ
这些大妈脑残吗，朝核真打过来，那得断子绝孙了。//@清华孙立平:还是得承认这些大妈识大体顾大局。虽然吉林可能是朝核最大的受害者，而且现在实际上就已经身受其害，但为了真理，义无反顾。,2017-03-02 19:35,索尼Z3,http://weibo.com/1779649197/ExXwFsqFZ,韦鸿美,8339,男,广东 深圳,名人认证,转发,【吉林大妈拉横幅围堵乐天超市】乐天向美韩部署“萨德”反导系统提供用地，引发中国民间不满情绪升级：吉林日前有一批大妈大叔为主的民众，聚集在江南乐天玛特超市前，拉起抗议布条要其“滚出中国”。28日，有出发前往韩国的中国外交智库成员紧急取消入住乐天酒店计划。http://t.cn/RiM8CFh ​,微博 weibo.com,2017-03-02 18:12,财经网,http://weibo.com/1642088277/ExWYLCaCC
中国很多脑残//@乔志峰:有意思的是，声称下架乐天的那个商人，用的是苹果手机。 http://t.cn/Rixf0if,2017-03-02 19:35,索尼Z3,http://weibo.com/1779649197/ExXwJjXs2,韦鸿美,8339,男,广东 深圳,名人认证,转发,韩国跟美国比，是个软柿子。而乐天，不过是软柿子家的一个企业，捏起来最没风险。所以不要问萨徳从哪里来，先抵制乐天。 ​,iPhone 7 Plus,2017-03-02 18:24,乔志峰,http://weibo.com/1420398274/ExX3PaBhu
是十箱十人分我的哥，话说一人十箱不吃到屁股炸裂，面脸痘痘，快乐上西天[汗] //@一万分的银杏:十箱欸～,2017-03-02 19:35,iPhone 7,http://weibo.com/1650750990/ExXwNaIp1,看厦门,550223,男,福建 厦门,名人认证,转发,"卫龙宣布从乐天玛特下架，明晚抽10个粉丝，送出10箱卫龙辣条。转发即可。
民族的终归是民族的[good]说的好，支持！ ​",iPhone 7,2017-03-02 14:27,看厦门,http://weibo.com/1650750990/ExVvLwlTn
商务部说欢迎韩企，保护合法经营的韩企权益；新华社说不欢迎乐天；江西中青团说最全的乐天名单来了，你懂的；共青团中央说团团没煽动过粉红…这到底都在说啥呀? ​,2017-03-02 19:30,HUAWEI Mate 8,http://weibo.com/2150616260/ExXuC8PJH,醒来的大鸦,53288,男,其他,名人认证,原创,,,,,
【吉林大妈拉横幅围堵乐天超市】乐天向美韩部署“萨德”反导系统提供用地，引发中国民间不满情绪升级：吉林日前有一批大妈大叔为主的民众，聚集在江南乐天玛特超市前，拉起抗议布条要其“滚出中国”。28日，有出发前往韩国的中国外交智库成员紧急取消入住乐天酒店计划。http://t.cn/RiM8CFh ​,2017-03-02 19:30,微博 weibo.com,http://weibo.com/1644114654/ExXurtgUZ,新京报,23361576,男,北京,媒体认证,原创,,,,,
乐天是第一个。韩国企业的中国时代，即将结束。//@光远看经济:转发微博,2017-03-02 19:30,华为Ascend G7,http://weibo.com/2128472193/ExXuxEv43,秋风论道,106593,男,北京 海淀区,普通用户,转发,【乐天集团绑上“萨德战车”遭抵制 或将撤离中国】韩国乐天集团在“犹豫再三”后，最终还是决定向“萨德”供地。对此，大多数中国民众表现出极大的愤慨，认为乐天助纣为虐，给部署“萨德”扫清最后一个实际障碍，还有部分中国民众用言语和行动抵制乐天在华商店及相关产品...http://t.cn/RiM9wzJ ​,微博 weibo.com,2017-03-02 18:20,新浪财经,http://weibo.com/1638782947/ExX26t7th
"南通警方[good]//@西粤江郎: //@演员蔡明宇://@星洪-://@陆浑戎://@樊建川://@金陵酒徒仓氏:估计某些""爱国""大V，马上就会狂喷南通公安。//@江宁公安在线:南通警方回应社会关切。",2017-03-02 19:29,荣耀X2,http://weibo.com/1898786143/ExXumt0KQ,蠡湖泛舟,56510,男,北京,名人认证,转发,【做一个理性守法的爱国网民】近日在个别地方出现少数以抵制乐天为名的不理性行为，在此南通警方呼吁：请广大市民理性爱国，切勿做出不理性甚至违法行为。对于各种违法犯罪，警方将予以严肃查处。 ​,HUAWEI Mate 8,2017-03-02 15:07,南通公安,http://weibo.com/1805087952/ExVLMmphV
[思考],2017-03-02 19:27,微博 weibo.com,http://weibo.com/1974576991/ExXtoayPo,环球时报,6754631,男,北京,媒体认证,转发,【视频】韩国乐天集团周二宣布与韩国国防部达成换地协议，继续推进萨德反导系统部署，这在中国产生了什么影响，我们一起来听听中国人，在中国的韩国人和英国人怎么说？#萨德# #乐天# #中韩#http://t.cn/RixILpM（使用#秒拍#录制，免流量看热门短视频!） ​,秒拍客户端,2017-03-02 19:06,GlobalTimes,http://weibo.com/1686785965/ExXl09Gs2
转发微博,2017-03-02 19:25,iPhone 6s,http://weibo.com/1045529987/ExXsFeJ2w,雷颐,3641815,男,北京 丰台区,名人认证,转发,【做一个理性守法的爱国网民】近日在个别地方出现少数以抵制乐天为名的不理性行为，在此南通警方呼吁：请广大市民理性爱国，切勿做出不理性甚至违法行为。对于各种违法犯罪，警方将予以严肃查处。 ​,HUAWEI Mate 8,2017-03-02 15:07,南通公安,http://weibo.com/1805087952/ExVLMmphV
强加于人不好，我啥时候说谢谢啦？你知道朝鲜的核爆对我们的危险吗？你关心过中朝边境的国人吗？用你们挂在嘴上的话：你难道不是中国人么？//@征者无疆A：部署萨德好比别人扒光了你的衣服，可你脑残到还向人说声谢谢，真是拿强奸当享受，脑子有病！,2017-03-02 19:25,iPhone 6s Plus,http://weibo.com/1063890337/ExXsqbRoj,洪峰,2138024,男,云南 曲靖,名人认证,转发,抵制乐天进而抵制所有韩货，如果是民间自发没什么大不了的，无非是生活中的乐子。但如果是官方暗示或者怂恿推动，这就进入了政治非理性境地。萨德与核武器的威胁哪个可控那个不可控，观看美国和朝鲜的行为应该不难得出客观的结论。地缘政治需要一个前提，大国必能从根本上左右周边小国的重要决策。这个...全文： http://m.weibo.cn/1063890337/4080925379808811...全文： http://m.weibo.cn/1063890337/4080925379808811 ​,iPhone 6s Plus,2017-03-02 18:51,洪峰,http://weibo.com/1063890337/ExXeNF9ID
台媒称大陆食品厂商宣布从乐天下架:不留一根辣条给乐天 http://t.cn/RiMb6wo ​,2017-03-02 19:24,ZAKER新闻杂志,http://weibo.com/1884245222/ExXrZBi5I,ZAKER新闻频道,12689,男,广东,网站认证,原创,,,,,
从义和团到共青团，从抵制洋教到抵制洋货，异曲同工//@刘忠世:现在知道了，为什么都是团。//@醒来的大鸦: 别不把义和团当团团//@金融评论员: 打砸抢烧总指挥//@顾峰: 还在煽动？ //@袁国宝:呵呵…… //@民间治堵人陈哲宏:共青团想干嘛？想天下大乱吗？,2017-03-02 19:24,荣耀X2,http://weibo.com/1898786143/ExXrYpCXG,蠡湖泛舟,56510,男,北京,名人认证,转发,【最全的乐天名单来了！你懂的！】国家安全，人人有责。 http://t.cn/RiVrNBx ​,微博 weibo.com,2017-03-01 11:04,江西共青团,http://weibo.com/2757691921/ExKKTEfGd
#关注今晚看点#【乐天玛特超市大量缺货与“萨德”有关？】最近，韩国乐天集团因与韩国军方签署了“萨德”反导系统部署用地协议，引发了我国舆论谴责，不少消费者提出要抵制乐天在华企业，部分厂商还宣布从乐天玛特下架。今天上午，就有市民给关注打来电话，说扬子江路上的乐天玛特超市出现了大量缺货，...全文： http://m.weibo.cn/1836862777/4080933521082423 ​,2017-03-02 19:23,360安全浏览器,http://weibo.com/1836862777/ExXrW4xAr,扬州电视台关注,125197,男,江苏 扬州,媒体认证,原创,,,,,
乐天称免税官网疑遭中国黑客攻击 http://t.cn/Rix5YVU ​,2017-03-02 19:23,ZAKER新闻杂志,http://weibo.com/1884245222/ExXrMkMZj,ZAKER新闻频道,12689,男,广东,网站认证,原创,,,,,
U型锁已备齐?你懂的！//@西安青年聚:[话筒]最全的乐天名单来了！你懂的！[微笑],2017-03-02 19:16,HUAWEI Mate 8,http://weibo.com/2150616260/ExXoMpF2z,醒来的大鸦,53288,男,其他,名人认证,转发,【最全的乐天名单来了！你懂的！】国家安全，人人有责。 http://t.cn/RiVrNBx ​,微博 weibo.com,2017-03-01 11:04,江西共青团,http://weibo.com/2757691921/ExKKTEfGd
你又代表人民了，我只代表自己。 //@驽马不奔:当年美国政府支持的财团在亚洲攻城掠地，难道这是索罗斯一手就可以做到的？国家有没有暗示我不清楚。但是，国家要是不支持，人民不答应[挖鼻],2017-03-02 19:14,iPhone 6s Plus,http://weibo.com/1063890337/ExXohp3xq,洪峰,2138024,男,云南 曲靖,名人认证,转发,抵制乐天进而抵制所有韩货，如果是民间自发没什么大不了的，无非是生活中的乐子。但如果是官方暗示或者怂恿推动，这就进入了政治非理性境地。萨德与核武器的威胁哪个可控那个不可控，观看美国和朝鲜的行为应该不难得出客观的结论。地缘政治需要一个前提，大国必能从根本上左右周边小国的重要决策。这个...全文： http://m.weibo.cn/1063890337/4080925379808811 ​,iPhone 6s Plus,2017-03-02 18:51,洪峰,http://weibo.com/1063890337/ExXeNF9ID
高[哈哈]//@营口85岁举报腐败被刑拘://@青岛记: 太狠了→_→ //@KELE02:打五折就全冲进去了[挖鼻],2017-03-02 19:12,荣耀X2,http://weibo.com/1898786143/ExXnlefSB,蠡湖泛舟,56510,男,北京,名人认证,转发,吉林乐天超市试试免费派每个大妈三个鸡蛋，看看哪边人多[哈哈][哈哈][哈哈]#乐天支持部署萨德##乐天滚出中国# ​,,2017-03-02 18:18,青岛记,http://weibo.com/2137660971/ExX1znxWi
"//@西粤江郎: //@演员蔡明宇://@星洪-://@陆浑戎://@樊建川://@金陵酒徒仓氏:估计某些""爱国""大V，马上就会狂喷南通公安。//@江宁公安在线:南通警方回应社会关切。",2017-03-02 19:11,手机微博触屏版,http://weibo.com/1904566181/ExXmWF3CR,莫如不醉,20492,男,云南 昆明,高级达人,转发,【做一个理性守法的爱国网民】近日在个别地方出现少数以抵制乐天为名的不理性行为，在此南通警方呼吁：请广大市民理性爱国，切勿做出不理性甚至违法行为。对于各种违法犯罪，警方将予以严肃查处。 ​,HUAWEI Mate 8,2017-03-02 15:07,南通公安,http://weibo.com/1805087952/ExVLMmphV
