微博内容,创建时间,微博来源,微博地址,用户昵称,粉丝数,性别,地域,认证类型,是否转发,原微博内容,原微博来源,原微博创建时间,原微博用户昵称,原微博地址
让乐天哭！ http://t.cn/RiS3fBt . ​,2017-03-05 09:36,中兴天机7Android,http://weibo.com/1483330984/EylT1eOJg,侯宁,2263810,男,北京,名人认证,原创,,,,,
用漫画告诉你：为什么我们要远离为虎作伥的“乐天”！！！cr@我是肥志 ​​​​,2017-03-05 09:24,微博 weibo.com,http://weibo.com/1830325932/EylOb1onw,重口味宅腐女,1137769,女,江苏,普通用户,原创,,,,,
//@风青杨V:意想不到的结局！[哈哈],2017-03-05 09:22,iPad mini,http://weibo.com/1642143597/EylNd1Cmo,冰克尔,176448,女,香港,普通用户,转发,"【因担心倒闭后购物卡浪费，乐天超市销售火爆】中国江苏网3月4日讯（李菲）
 由于“众所周知的原因”，近日来，许多国人对韩国乐天集团旗下商家的看法有了改变，3月3日的下午和晚上，记者在实地探访港城市区的3家乐天玛特超市，发现店内销售状况异常火爆，多数前来购物的顾客都是持购物卡消费，称因为...全文： http://m.weibo.cn/3297108941/4081630312029279 ​",专业版微博,2017-03-04 17:32,花生论坛,http://weibo.com/3297108941/EyfzN8vUj
意想不到的结局！[哈哈],2017-03-05 09:21,百度浏览器,http://weibo.com/1901692317/EylMJsTQD,风青杨V,178360,男,湖北 武汉,名人认证,转发,"【因担心倒闭后购物卡浪费，乐天超市销售火爆】中国江苏网3月4日讯（李菲）
 由于“众所周知的原因”，近日来，许多国人对韩国乐天集团旗下商家的看法有了改变，3月3日的下午和晚上，记者在实地探访港城市区的3家乐天玛特超市，发现店内销售状况异常火爆，多数前来购物的顾客都是持购物卡消费，称因为...全文： http://m.weibo.cn/3297108941/4081630312029279 ​",专业版微博,2017-03-04 17:32,花生论坛,http://weibo.com/3297108941/EyfzN8vUj
推进萨德，乐天这是作死节奏？ | 水皮脱口秀 http://t.cn/RiiAeS9 ​,2017-03-05 09:20,ZAKER新闻杂志,http://weibo.com/1884245222/EylMqek62,ZAKER新闻频道,12701,男,广东,网站认证,原创,,,,,
转发微博,2017-03-05 09:20,iPhone 6 Plus,http://weibo.com/1652811601/EylMp6Q39,喷嚏网铂程,287546,男,四川 成都,名人认证,转发,"【因担心倒闭后购物卡浪费，乐天超市销售火爆】中国江苏网3月4日讯（李菲）
 由于“众所周知的原因”，近日来，许多国人对韩国乐天集团旗下商家的看法有了改变，3月3日的下午和晚上，记者在实地探访港城市区的3家乐天玛特超市，发现店内销售状况异常火爆，多数前来购物的顾客都是持购物卡消费，称因为...全文： http://m.weibo.cn/3297108941/4081630312029279 ​",专业版微博,2017-03-04 17:32,花生论坛,http://weibo.com/3297108941/EyfzN8vUj
乐天娱乐的韩国电影、韩剧、韩综，在网上点击量猛增。怕因为萨德，这些节目被迫下架[哈哈][哈哈]//@郑克强: 事与愿违啊，气人！[怒] //@北京厨子最新号:[笑cry][笑cry][笑cry][笑cry][笑cry][哈哈][哈哈][哈哈][哈哈][哈哈]哎哟尼玛笑死我了,2017-03-05 09:18,微博 weibo.com,http://weibo.com/1727933223/EylLJFRMx,嘲笑鸟之Mockingjay,124042,男,广东,普通用户,转发,"【因担心倒闭后购物卡浪费，乐天超市销售火爆】中国江苏网3月4日讯（李菲）
 由于“众所周知的原因”，近日来，许多国人对韩国乐天集团旗下商家的看法有了改变，3月3日的下午和晚上，记者在实地探访港城市区的3家乐天玛特超市，发现店内销售状况异常火爆，多数前来购物的顾客都是持购物卡消费，称因为...全文： http://m.weibo.cn/3297108941/4081630312029279 ​",专业版微博,2017-03-04 17:32,花生论坛,http://weibo.com/3297108941/EyfzN8vUj
转发微博,2017-03-05 09:17,iPhone 7 Plus,http://weibo.com/1802257847/EylLoEnXh,囍宝洞洞柒,13177,女,北京 东城区,普通用户,转发,《为什么必须抵制乐天，看看背后的惊天阴谋！》 这几天乐天火了，中国旗帜鲜明的声讨“吃中国饭，砸中国锅”的这家韩国企业。反乐天，就是反萨德，这部大戏中，韩国乐天只是一个很小的角色，为什么中国几大官媒连续高调的将矛头对准乐天呢？内幕让人震惊！ http://t.cn/Riac0dS ​,微博 weibo.com,2017-03-04 18:18,绝境求生手册,http://weibo.com/2902106795/EyfSc4OR9
各大媒体，商家都在抵制乐天，为什么京东还在卖，去你妈的京东 ​,2017-03-05 09:14,iPhone客户端,http://weibo.com/3211383091/EylKadQpC,只要鱼一条,55,男,广东 深圳,普通用户,原创,,,,,
"国家旅游局通知：即日起停止一切赴韩旅游业务包括个人游。所有韩国团队必须在3月14日回国！韩国产品已全部下线，停止贩卖韩国观光商品。外交部取消在乐天酒店的订单。乐天百货中国商品下架。沈阳乐天世界叫停。望大家周知。我是中国人我坚决支持中国决策。
爱我中华 人人有责 ​",2017-03-05 09:09,红米Note4,http://weibo.com/2645449121/EylI2ngNU,ART张永焕,35353,男,广东 广州,名人认证,原创,,,,,
【江苏3家乐天超市异常火爆 顾客：用完购物卡余额就不再去了】3月3日，记者实地探访了3家乐天玛特超市，发现店内销售状况异常火爆，售货员告诉记者，这样的人流量已经是平时的好几倍了。记者观察发现，多数前来购物的顾客都是持购物卡消费，并表示卡内余额用完j以后就不会再去。http://t.cn/RiXdQOj ​,2017-03-05 09:04,微博 weibo.com,http://weibo.com/1260407871/EylFODit9,洛阳晚报,453296,男,河南 洛阳,媒体认证,原创,,,,,
我觉得中国官方一直不硬气，比如拿乐天出气说事更是反应了你不硬气。你看看以前苏联在古巴部署导弹的时候，美国是怎么做的，直接告诉苏联要么打第三次世界大战，要么撤走导弹。你要不想让韩国布置萨德就明确告诉它和美国，要么再打一次朝鲜战争，要么撤走导弹。你老呼吁群众砸日本韩国车，不让大家去韩...全文： http://m.weibo.cn/1584970590/4081864363163752 ​,2017-03-05 09:02,HUAWEI Mate 8,http://weibo.com/1584970590/EylFidh2g,梁宏业_北极ASD,23578,男,北京 丰台区,普通用户,原创,,,,,
事与愿违啊，气人！[怒] //@北京厨子最新号:[笑cry][笑cry][笑cry][笑cry][笑cry][哈哈][哈哈][哈哈][哈哈][哈哈]哎哟尼玛笑死我了,2017-03-05 08:58,iPhone 6,http://weibo.com/1769544670/EylDwz9tu,郑克强,106586,男,江西 南昌,名人认证,转发,"【因担心倒闭后购物卡浪费，乐天超市销售火爆】中国江苏网3月4日讯（李菲）
 由于“众所周知的原因”，近日来，许多国人对韩国乐天集团旗下商家的看法有了改变，3月3日的下午和晚上，记者在实地探访港城市区的3家乐天玛特超市，发现店内销售状况异常火爆，多数前来购物的顾客都是持购物卡消费，称因为...全文： http://m.weibo.cn/3297108941/4081630312029279 ​",专业版微博,2017-03-04 17:32,花生论坛,http://weibo.com/3297108941/EyfzN8vUj
 //@田地發:應該退款//@斯库里:咱想想再说，买卡的时候钱已经给了他们，不去换成商品才是帮了乐天大忙才对啊。//@阿豆哥哥-:等我把购物卡花完了我再爱国,2017-03-05 08:40,iPhone 6 Plus,http://weibo.com/1402138343/Eylwk724X,李牧,487199,男,其他,名人认证,转发,"【因担心倒闭后购物卡浪费，乐天超市销售火爆】中国江苏网3月4日讯（李菲）
 由于“众所周知的原因”，近日来，许多国人对韩国乐天集团旗下商家的看法有了改变，3月3日的下午和晚上，记者在实地探访港城市区的3家乐天玛特超市，发现店内销售状况异常火爆，多数前来购物的顾客都是持购物卡消费，称因为...全文： http://m.weibo.cn/3297108941/4081630312029279 ​",专业版微博,2017-03-04 17:32,花生论坛,http://weibo.com/3297108941/EyfzN8vUj
//@CG1951:搞的南北朝鲜都恨中国，这叫成功的外交吗？,2017-03-05 08:25,华为麦芒4,http://weibo.com/1597958120/Eylqlf3KI,余茂生,9625,男,四川 成都,名人认证,转发,【人民日报谈“乐天配合萨德部署”：一意孤行岂能不食苦果？】安全利益关乎一国根本。韩方一方面破坏邻国的安全利益，另一方面还指望同邻国正常做生意，这样的如意算盘怎么可能打出名堂？在整个国际关系史上都找不出先例。中国消费者自发地在法律允许的范围内对乐天做出坚决回应，这是事物发展的必然规...全文： http://m.weibo.cn/1642088277/4081636310548750...全文： http://m.weibo.cn/1642088277/4081636310548750 ​,微博 weibo.com,2017-03-04 17:56,财经网,http://weibo.com/1642088277/EyfJt2iKO
//@何必猜我会是谁 :改革开放以来从未见过目前如此糟糕的外交手段和外交局面。周边全是敌人，现在还为了自己纵容出来的流氓朝鲜的核武，把曾经最亲中的韩国搞成了最主要的抵制对象。,2017-03-05 08:24,华为麦芒4,http://weibo.com/1597958120/EylpHEsct,余茂生,9625,男,四川 成都,名人认证,转发,【人民日报谈“乐天配合萨德部署”：一意孤行岂能不食苦果？】安全利益关乎一国根本。韩方一方面破坏邻国的安全利益，另一方面还指望同邻国正常做生意，这样的如意算盘怎么可能打出名堂？在整个国际关系史上都找不出先例。中国消费者自发地在法律允许的范围内对乐天做出坚决回应，这是事物发展的必然规...全文： http://m.weibo.cn/1642088277/4081636310548750...全文： http://m.weibo.cn/1642088277/4081636310548750 ​,微博 weibo.com,2017-03-04 17:56,财经网,http://weibo.com/1642088277/EyfJt2iKO
[赞],2017-03-05 08:16,CEO马云龙iPhone 7 Plus,http://weibo.com/2112108113/EylmC7Gss,中外英雄武林风-创始人马云龙,141660,男,河南,名人认证,转发,【“抵制”乐天，这一届的爱国群众很理性！[鼓掌]】①“面对乐天‘哪怕遭受巨大损失，也要支持政府’的‘爱韩国’立场与行动，‘爱中国’的中国人民难道无动于衷吗？”②保持理性，警察叔叔可不喜欢借机搞事的“高级黑”！③“抵制”要有针对性，不要扩大化！ http://t.cn/Ria65pA ​,微博 weibo.com,2017-03-04 19:30,紫光阁,http://weibo.com/5467852665/Eyglwf7lV
乐天超市被关里面的中国员工怎么办？那些员工靠着微薄的工资养家糊口说关就关了？萨德这个事最后也不了了之了，吃苦的还是老百姓。 ​,2017-03-05 08:07,Windows 10,http://weibo.com/1803970415/EyliQ7K5d,xNightblue,16589,男,辽宁 大连,高级达人,原创,,,,,
韩国一直是拼命巴结中国，最终搞成这样。 //@樊建川: //@北京厨子最新号:[摊手] //@李铁军:[摊手]//@Con30: →_→//@何必猜我会是谁 :改革开放以来从未见过目前如此糟糕的外交手段和外交局面。周边全是敌人，现在还为了自己纵容出来的流氓朝鲜的核武，把曾经最亲中的韩国搞成了最主要的抵制对象。,2017-03-05 07:42,iPhone 6,http://weibo.com/1676664091/Eyl8Ndm7x,华杉2009,331838,男,上海,名人认证,转发,【人民日报谈“乐天配合萨德部署”：一意孤行岂能不食苦果？】安全利益关乎一国根本。韩方一方面破坏邻国的安全利益，另一方面还指望同邻国正常做生意，这样的如意算盘怎么可能打出名堂？在整个国际关系史上都找不出先例。中国消费者自发地在法律允许的范围内对乐天做出坚决回应，这是事物发展的必然规...全文： http://m.weibo.cn/1642088277/4081636310548750 ​,微博 weibo.com,2017-03-04 17:56,财经网,http://weibo.com/1642088277/EyfJt2iKO
一打折就去了，乐天玛特过几天或许又火了。,2017-03-05 07:42,iPhone 6s,http://weibo.com/1352359750/Eyl8KAXeh,改联中华,62098,男,北京 海淀区,名人认证,转发,实拍国人扫荡 韩国某免税店（2）@青岛交通广播FM897 http://t.cn/RJqqRCt . ​,iPhone 6 Plus,2017-02-09 12:21,胶州今日,http://weibo.com/3058498433/EuII5pWDR
扯淡，哪个国家的人不喜欢便宜？米国超市打折一样遭哄抢,2017-03-05 07:37,OPPO R9,http://weibo.com/1740213641/Eyl6vodTm,媒体人子都,15113,男,江西,名人认证,转发,"韩国的《环球新闻眼》采访乐天集团会长辛东彬，当记者问及当前中国人抵制乐天，乐天集团有何打算时，辛东彬面露笑容说：“不用担心，他们非常市侩，无骨气无血性，我们降价他们就买。根据以往的经验，他们最多抵制一段时间，像刮阵风。”
   说到这，辛东彬对着镜头哈哈一笑，“就像《Super Star K5》...全文： http://m.weibo.cn/1438865614/4081297439153766 ​",iPhone 6s,2017-03-03 19:29,作家唐文立,http://weibo.com/1438865614/Ey6UTCpjo
怒扩！！！ //@男男那点事:果断转！,2017-03-05 07:26,转发就送iPhone,http://weibo.com/2477002587/Eyl266Uv5,耽美同人资源,601572,男,海外,普通用户,转发,用漫画告诉你：为什么我们要远离为虎作伥的“乐天”！！！cr我是肥志 ​​​​,微博 weibo.com,2017-03-04 22:34,史上第一最腐女,http://weibo.com/2466386627/Eyhym16uJ
想象一下，若是把乐天收了打造成京东线下品牌连锁超市，未来会是怎样？  http://t.cn/RiSlDpF ​,2017-03-05 07:26,新浪新闻客户端,http://weibo.com/3720689320/Eyl287GJN,916-dear,119,女,天津 北辰区,普通用户,原创,,,,,
想象一下，若是把乐天收了打造成京东线下品牌连锁超市，未来会怎样？  http://t.cn/RiSlsSe ​,2017-03-05 07:26,新浪新闻客户端,http://weibo.com/3720689320/Eyl2oCzJv,916-dear,119,女,天津 北辰区,普通用户,原创,,,,,
韩国代购们，都长点心吧，这帮高丽棒子，乐天就倒闭得了！！！ ​,2017-03-05 07:21,柔光自拍vivo X7,http://weibo.com/1890825574/Eyl0aFRyu,艾牙牙,10181,女,陕西 汉中,高级达人,原创,,,,,
//@白云出岫:[钟] //@范剑平:[吃惊] //@北京大众2015:[白眼] //@我的煤炭:抵制变成抢购？[汗],2017-03-05 07:20,iPhone 6 Plus,http://weibo.com/1547596314/EykZKFnEi,罗大伦,365557,男,北京 朝阳区,名人认证,转发,"【因担心倒闭后购物卡浪费，乐天超市销售火爆】中国江苏网3月4日讯（李菲）
 由于“众所周知的原因”，近日来，许多国人对韩国乐天集团旗下商家的看法有了改变，3月3日的下午和晚上，记者在实地探访港城市区的3家乐天玛特超市，发现店内销售状况异常火爆，多数前来购物的顾客都是持购物卡消费，称因为...全文： http://m.weibo.cn/3297108941/4081630312029279...全文： http://m.weibo.cn/3297108941/4081630312029279 ​",专业版微博,2017-03-04 17:32,花生论坛,http://weibo.com/3297108941/EyfzN8vUj
 //@北京厨子最新号:[摊手] //@李铁军:[摊手]//@Con30: →_→//@何必猜我会是谁 :改革开放以来从未见过目前如此糟糕的外交手段和外交局面。周边全是敌人，现在还为了自己纵容出来的流氓朝鲜的核武，把曾经最亲中的韩国搞成了最主要的抵制对象。,2017-03-05 07:11,iPad mini,http://weibo.com/1676368781/EykWg6B7k,樊建川,1190965,男,四川 成都,名人认证,转发,【人民日报谈“乐天配合萨德部署”：一意孤行岂能不食苦果？】安全利益关乎一国根本。韩方一方面破坏邻国的安全利益，另一方面还指望同邻国正常做生意，这样的如意算盘怎么可能打出名堂？在整个国际关系史上都找不出先例。中国消费者自发地在法律允许的范围内对乐天做出坚决回应，这是事物发展的必然规...全文： http://m.weibo.cn/1642088277/4081636310548750 ​,微博 weibo.com,2017-03-04 17:56,财经网,http://weibo.com/1642088277/EyfJt2iKO
棒子其实从心里不服中国，棒子从古到今自大惯了性格也狠。他是小国，所以远交近攻，投入美国怀抱是必然选择。。但是，问题是我们国家的高层，拿不出什么反制措施，当然我是相信他们是没有能力来应付这复杂局面的，或许发动底层屌丝抵制一下乐天马特就是他们的“战略”吧。,2017-03-05 06:59,曼联的Android,http://weibo.com/1866401901/EykRph5zd,股七七,47046,男,上海 黄浦区,高级达人,转发,【中国须准确判断“萨德”争端的实质】李开盛：中国必须超越简单的“惩罚论”或“教训论”，要从一个更高的战略高度制定综合性、针对性的应对之策。http://t.cn/Rii4p0E ​,FT中文网,2017-03-03 13:20,FT中文网,http://weibo.com/1698233740/Ey4uOlm8O
我严重怀疑这傻*是乐天派来抢占头条，转移人们对萨德关注度的 http://t.cn/RiSWqO2,2017-03-05 06:57,红米Note 3,http://weibo.com/1366507982/EykQzwumV,全球微博精华,52182,女,北京 东城区,普通用户,转发,"你个傻缺！你不扫码可以无视她们，她们觉得无趣自然不会再找你，你骂人就是你的不对。骂人前先想想你是从哪里生出来的…
还有那些冷漠的路人，应该让政府谴责你们万年…#北京地铁骂人#@你们想听前因后果吗 http://t.cn/RiSOwgL . ​",红米Note 3,2017-03-05 06:35,Jenny1688,http://weibo.com/2011375577/EykHsgbIx
【商务部回应“乐天”事件：外企在华经营须依法合规】针对韩国军方与乐天集团签署部署“萨德”换地协议一事，商务部新闻发言人孙继文２日表示，中方对此坚决反对。中国欢迎包括韩国企业在内的外企来华投资，但前提是其在华经营必须依法合规。 ​,2017-03-05 06:48,Android客户端,http://weibo.com/2648284765/EykN0xDNy,脑洞法律菌,171870,女,北京 朝阳区,普通用户,原创,,,,,
据中国商人杂志社消息：在《环球新闻眼》采访乐天集团会长时，当记者问及当前中国人抵制乐天，乐天集团有何打算，他面露笑容说：“不用担心，他们非常市侩，无骨气无血性，我们降价他们就买。根据以往的经验，他们最多抵制一段时间，像刮阵风。前几年抵制日本货，结果那阵风过了后销量猛增。你不了解中...全文： http://m.weibo.cn/1199581807/4081828178596683 ​,2017-03-05 06:38,iPhone 6 Plus,http://weibo.com/1199581807/EykIVA4ob,老醋谭,184890,男,山东 青岛,名人认证,原创,,,,,
不知道中韩建交之前的韩国，是怎么活下来并成为亚洲四小龙的。,2017-03-05 06:08,iPhone 6 Plus,http://weibo.com/1982334933/Eykwr9Jll,春江风雨花月夜,33272,男,广东 深圳,名人认证,转发,【若国人不去韩国旅游 韩国损失有多大？】3日，国家旅游局提醒谨慎赴韩，网上也流传未经官方证实的旅游业“限韩令”，多家旅行社宣布停售赴韩线路。#民族的终归是民族的#，无论是中国老百姓自发抵制乐天，还是“限韩令”，13亿人口大国的愤怒，让5000万人口的韩国有点吃不消。http://t.cn/RiX4Yf6 ​,微博 weibo.com,2017-03-04 08:19,头条新闻,http://weibo.com/1618051664/EybXp6joK
//@周难的微博: 让你们粉红爱国，你们竟然搞起促销来了。[doge]//@猫胡子003: //@亮_剑_兄_来_了:[哈哈][哈哈][哈哈]//@草頑下石23: //@Life-Love-Laughter://@东河-猎鹰F://@家奴惊醒以后:[笑cry]//@爱上山巅眺远方:[哈哈][笑cry][笑cry]//@水採图:[嘻嘻]//@瞽3聋:[嘻嘻]//@防务君: 喷了[笑cry],2017-03-05 04:17,微博 weibo.com,http://weibo.com/1867099473/EyjNziZco,张洲,653596,男,其他,名人认证,转发,"【因担心倒闭后购物卡浪费，乐天超市销售火爆】中国江苏网3月4日讯（李菲）
 由于“众所周知的原因”，近日来，许多国人对韩国乐天集团旗下商家的看法有了改变，3月3日的下午和晚上，记者在实地探访港城市区的3家乐天玛特超市，发现店内销售状况异常火爆，多数前来购物的顾客都是持购物卡消费，称因为...全文： http://m.weibo.cn/3297108941/4081630312029279 ​",专业版微博,2017-03-04 17:32,花生论坛,http://weibo.com/3297108941/EyfzN8vUj
每一家超市发廊健身中心都希望预付款的顾客越晚消费越好，最好忘了有卡这事。涌入的预付款消费消耗掉库存却没有带来现金收入，你让超市再拿什么进货?这叫繁荣，银行挤兑叫什么?//@Tomas先生:在这么弄下去，最后倒闭的是家乐福和沃尔玛啊。乐天超市因祸得福，小粉红的世界几乎就要坍塌。[笑cry],2017-03-05 03:50,小米MIX概念手机,http://weibo.com/1402551940/EyjCCz4CS,西西福厮,97483,男,北京,普通用户,转发,"【因担心倒闭后购物卡浪费，乐天超市销售火爆】中国江苏网3月4日讯（李菲）
 由于“众所周知的原因”，近日来，许多国人对韩国乐天集团旗下商家的看法有了改变，3月3日的下午和晚上，记者在实地探访港城市区的3家乐天玛特超市，发现店内销售状况异常火爆，多数前来购物的顾客都是持购物卡消费，称因为...全文： http://m.weibo.cn/3297108941/4081630312029279 ​",专业版微博,2017-03-04 17:32,花生论坛,http://weibo.com/3297108941/EyfzN8vUj
个人利益放爱国前面有什么不好？谁说爱国就一定得是赔钱的事儿？不赔本又爱国的行为该大加提倡才对。//@阿豆哥哥-:说到底这些年抵制的东西还少么，韩国抵制了不少次吧，日本每年都要拿出来轮一遍，爱国这个话题也快炒烂了，云爱国有意思吗网友们？说到底你们还不是把个人利益放在爱国前面。,2017-03-05 03:15,HUAWEI Mate 8,http://weibo.com/1820578701/Eyjoq2dSm,斯库里,543977,男,北京 海淀区,名人认证,转发,"【因担心倒闭后购物卡浪费，乐天超市销售火爆】中国江苏网3月4日讯（李菲）
 由于“众所周知的原因”，近日来，许多国人对韩国乐天集团旗下商家的看法有了改变，3月3日的下午和晚上，记者在实地探访港城市区的3家乐天玛特超市，发现店内销售状况异常火爆，多数前来购物的顾客都是持购物卡消费，称因为...全文： http://m.weibo.cn/3297108941/4081630312029279...全文： http://m.weibo.cn/3297108941/4081630312029279...全文： http://m.weibo.cn/3297108941/4081630312029279...全文： http://m.weibo.cn/3297108941/4081630312029279 ​",专业版微博,2017-03-04 17:32,花生论坛,http://weibo.com/3297108941/EyfzN8vUj
[怒][绿丝带],2017-03-05 02:53,微博 weibo.com,http://weibo.com/1869301880/EyjfooHuk,道叮,5006,女,福建 厦门,网站认证,转发,听说中国人抵制，韩国乐天集团的会长笑了。你怎么看？ ​,iPhone 6 Plus,2017-03-04 11:49,雷明,http://weibo.com/1314637182/EydkpaNr0
怒扩！！！ //@男男那点事:果断转！,2017-03-05 02:33,关注就送iPhone,http://weibo.com/1883674043/Eyj7ghEuu,腐剧大本营,450661,女,其他,普通用户,转发,用漫画告诉你：为什么我们要远离为虎作伥的“乐天”！！！cr我是肥志 ​​​​,微博 weibo.com,2017-03-04 22:34,史上第一最腐女,http://weibo.com/2466386627/Eyhym16uJ
转发微博,2017-03-05 02:21,荣耀7 世界有点不同,http://weibo.com/1731439891/Eyj2iBWWg,熊猫TV猛牛,10780,男,海外 澳大利亚,高级达人,转发,听说中国人抵制，韩国乐天集团的会长笑了。你怎么看？ ​,iPhone 6 Plus,2017-03-04 11:49,雷明,http://weibo.com/1314637182/EydkpaNr0
奢侈品也暂时绕路韩货吧！[怒][怒],2017-03-05 02:08,iPhone SE,http://weibo.com/1740584721/EyiWYhkS9,奢侈品牌,1980172,男,北京 朝阳区,名人认证,转发,【帮忙建萨德？抵制！】乐天会长嘲笑我们“更关心自己的利益，对国家责任感很淡！无骨气无血性，降价就买！”[怒][怒]@红榜 团队走访了北京某家乐天，顾客稀少！群众更是一致表示：“抵制韩国乐天！”泱泱大国岂容跳梁小丑羞辱？！从此不看韩剧，不用韩货！国家安全，大家一起出力！#韩国乐天#...全文： http://m.weibo.cn/5571673140/4081750365383863 ​,微博 weibo.com,2017-03-05 01:29,红榜,http://weibo.com/5571673140/EyiHqmAAv
回复@慕稔依:首先这肯定是编得，没哪个企业家傻逼成这样。二是编得倒也没错。 //@慕稔依:真的是这样吗？莫名觉得他说的好像是个事实@张洲 @主演诗词加小说 @方天漠,2017-03-05 01:52,微博 weibo.com,http://weibo.com/1867099473/EyiQDzvw5,张洲,653596,男,其他,名人认证,转发,"韩国的《环球新闻眼》采访乐天集团会长辛东彬，当记者问及当前中国人抵制乐天，乐天集团有何打算时，辛东彬面露笑容说：“不用担心，他们非常市侩，无骨气无血性，我们降价他们就买。根据以往的经验，他们最多抵制一段时间，像刮阵风。”
   说到这，辛东彬对着镜头哈哈一笑，“就像《Super Star K5》...全文： http://m.weibo.cn/1438865614/4081297439153766 ​",iPhone 6s,2017-03-03 19:29,作家唐文立,http://weibo.com/1438865614/Ey6UTCpjo
抵制乐天,2017-03-05 01:36,iPhone 6s,http://weibo.com/1717257814/EyiKa42z6,丁辰灵,711025,男,上海 徐汇区,名人认证,转发,【帮忙建萨德？抵制！】乐天会长嘲笑我们“更关心自己的利益，对国家责任感很淡！无骨气无血性，降价就买！”[怒][怒]@红榜 团队走访了北京某家乐天，顾客稀少！群众更是一致表示：“抵制韩国乐天！”泱泱大国岂容跳梁小丑羞辱？！从此不看韩剧，不用韩货！国家安全，大家一起出力！#韩国乐天#...全文： http://m.weibo.cn/5571673140/4081750365383863 ​,微博 weibo.com,2017-03-05 01:29,红榜,http://weibo.com/5571673140/EyiHqmAAv
出什么事了？不喜欢韩国随便说一句,2017-03-05 01:28,iPhone 6s Plus,http://weibo.com/1725557744/EyiGZfzqt,Prince-Julian,12140,男,广东 广州,名人认证,转发,【若国人不去韩国旅游 韩国损失有多大？】3日，国家旅游局提醒谨慎赴韩，网上也流传未经官方证实的旅游业“限韩令”，多家旅行社宣布停售赴韩线路。#民族的终归是民族的#，无论是中国老百姓自发抵制乐天，还是“限韩令”，13亿人口大国的愤怒，让5000万人口的韩国有点吃不消。http://t.cn/RiX4Yf6 ​,微博 weibo.com,2017-03-04 08:19,头条新闻,http://weibo.com/1618051664/EybXp6joK
中国年轻人越这样，乐天才可能越担忧！ http://t.cn/RiStoUQ ​,2017-03-05 01:27,ZAKER新闻杂志,http://weibo.com/1884245222/EyiGtkEiV,ZAKER新闻频道,12701,男,广东,网站认证,原创,,,,,
右边你动动脑子再说话。你说的话和你简介里的身份严重不符。//@陈秋实和他的朋友们:稍等我把购物卡里的钱花完了就开始爱国,2017-03-05 01:19,HUAWEI Mate 8,http://weibo.com/1820578701/EyiDb7QR3,斯库里,543977,男,北京 海淀区,名人认证,转发,"【因担心倒闭后购物卡浪费，乐天超市销售火爆】中国江苏网3月4日讯（李菲）
 由于“众所周知的原因”，近日来，许多国人对韩国乐天集团旗下商家的看法有了改变，3月3日的下午和晚上，记者在实地探访港城市区的3家乐天玛特超市，发现店内销售状况异常火爆，多数前来购物的顾客都是持购物卡消费，称因为...全文： http://m.weibo.cn/3297108941/4081630312029279...全文： http://m.weibo.cn/3297108941/4081630312029279...全文： http://m.weibo.cn/3297108941/4081630312029279 ​",专业版微博,2017-03-04 17:32,花生论坛,http://weibo.com/3297108941/EyfzN8vUj
安徽芜湖查处'乐天玛特'非法设置30台无线电台#头版头条#http://t.cn/RiS6Mmu ​,2017-03-05 01:16,头版头条客户端,http://weibo.com/1686303501/EyiBQopjo,儒豹韩松,40930,男,江苏,名人认证,原创,,,,,
咱想想再说，买卡的时候钱已经给了他们，不去换成商品才是帮了乐天大忙才对啊。//@阿豆哥哥-:等我把购物卡花完了我再爱国,2017-03-05 01:13,HUAWEI Mate 8,http://weibo.com/1820578701/EyiADz42d,斯库里,543977,男,北京 海淀区,名人认证,转发,"【因担心倒闭后购物卡浪费，乐天超市销售火爆】中国江苏网3月4日讯（李菲）
 由于“众所周知的原因”，近日来，许多国人对韩国乐天集团旗下商家的看法有了改变，3月3日的下午和晚上，记者在实地探访港城市区的3家乐天玛特超市，发现店内销售状况异常火爆，多数前来购物的顾客都是持购物卡消费，称因为...全文： http://m.weibo.cn/3297108941/4081630312029279...全文： http://m.weibo.cn/3297108941/4081630312029279 ​",专业版微博,2017-03-04 17:32,花生论坛,http://weibo.com/3297108941/EyfzN8vUj
据说某地乐天玛特生意特别火爆，很多货物被抢购一空。问，答曰：等把购物卡余额用完就不来了。 ​,2017-03-05 01:08,iPhone 7 Plus,http://weibo.com/1506144921/EyiyM72XB,王东Money,42427,男,北京 朝阳区,名人认证,原创,,,,,
……………,2017-03-05 01:07,欧皇御用的iPhone 7 Plus,http://weibo.com/1658187530/Eyiyujl7c,老刀99,1503254,男,上海 黄浦区,名人认证,转发,"【因担心倒闭后购物卡浪费，乐天超市销售火爆】中国江苏网3月4日讯（李菲）
 由于“众所周知的原因”，近日来，许多国人对韩国乐天集团旗下商家的看法有了改变，3月3日的下午和晚上，记者在实地探访港城市区的3家乐天玛特超市，发现店内销售状况异常火爆，多数前来购物的顾客都是持购物卡消费，称因为...全文： http://m.weibo.cn/3297108941/4081630312029279 ​",专业版微博,2017-03-04 17:32,花生论坛,http://weibo.com/3297108941/EyfzN8vUj
